load_id,po_id,carrier_id,mode,equipment,pickup_planned,delivery_planned,pickup_actual,delivery_actual,pallets,weight_lbs,cube_cuft,planned_miles,linehaul_cost,fuel_cost,accessorial_cost,status,osd_flag,osd_reason
900543,50543,304,LTL,Dry Van,2025-02-03,2025-02-05,2025-02-03,2025-02-03,4,200,145.6,1047,300.0,56.94,0,Delivered,0,
900544,50544,300,TL,Dry Van,2025-06-17,2025-06-21,2025-06-17,2025-06-20,14,16403,1062.8,2325,4903.26,834.81,0,Delivered,0,
900545,50545,300,LTL,Dry Van,2025-06-16,2025-06-19,2025-06-17,2025-06-19,4,2809,50.0,1819,511.21,54.99,75,Delivered,0,
900546,50546,300,LTL,Dry Van,2025-03-05,2025-03-06,2025-03-04,2025-03-05,2,5995,50.0,761,300.0,32.22,125,Delivered,0,
900547,50547,303,TL,Dry Van,2025-05-14,2025-05-18,2025-05-14,2025-05-17,16,14352,1143.0,2001,3492.82,447.46,0,Delivered,0,
900548,50548,303,TL,Dry Van,2025-04-28,2025-05-01,2025-04-28,2025-05-01,11,13733,1122.7,1263,2554.07,463.79,75,Delivered,0,
900549,50549,303,TL,Reefer,2025-04-05,2025-04-06,2025-04-06,2025-04-07,16,20267,1518.4,443,1031.78,132.07,0,Delivered,0,
900550,50550,303,TL,Dry Van,2025-04-30,2025-05-03,2025-04-30,2025-05-03,10,8187,1145.5,1775,3646.72,553.88,0,Delivered,0,
900551,50551,301,LTL,Dry Van,2025-05-23,2025-05-28,2025-05-24,2025-05-29,4,1333,507.4,2287,677.01,106.27,0,Delivered,0,
900552,50552,302,LTL,Dry Van,2025-03-23,2025-03-24,2025-03-23,2025-03-25,2,200,50.0,443,300.0,44.97,0,Delivered,0,
900553,50553,302,TL,Dry Van,2025-06-14,2025-06-18,2025-06-14,2025-06-18,10,13827,1176.8,2001,4950.69,780.45,0,Delivered,0,
900554,50554,301,LTL,Dry Van,2025-06-06,2025-06-07,2025-06-06,2025-06-07,2,200,503.9,348,300.0,47.79,125,Delayed,0,
900555,50555,302,TL,Dry Van,2025-01-20,2025-01-21,2025-01-20,2025-01-22,12,10986,1176.6,450,1115.58,220.02,75,Delivered,0,
900556,50556,301,LTL,Dry Van,2025-03-21,2025-03-24,2025-03-21,2025-03-24,3,5169,307.1,1775,536.92,107.04,0,Delivered,1,Concealed damage
900557,50557,303,TL,Dry Van,2025-01-06,2025-01-10,2025-01-06,2025-01-10,16,16611,1161.9,1962,3841.64,476.06,75,Delivered,0,
900558,50558,303,LTL,Dry Van,2025-06-29,2025-06-30,2025-06-29,2025-06-29,3,200,286.0,761,307.96,52.66,125,Delivered,0,
900559,50559,301,TL,Dry Van,2025-05-12,2025-05-15,2025-05-12,2025-05-14,10,18109,1281.0,1083,2389.73,373.51,0,Delivered,0,
900560,50560,301,TL,Dry Van,2025-04-25,2025-04-28,2025-04-25,2025-04-29,14,12209,1232.9,1263,2665.77,445.06,0,Canceled,0,
900561,50561,301,LTL,Dry Van,2025-02-28,2025-03-03,2025-02-28,2025-03-04,7,7235,399.7,1263,366.95,64.08,0,Delivered,0,
900562,50562,303,LTL,Dry Van,2025-04-15,2025-04-19,2025-04-15,2025-04-17,2,4022,277.0,2112,561.76,82.16,50,Delivered,0,
900563,50563,302,TL,Dry Van,2025-03-17,2025-03-21,2025-03-17,2025-03-21,12,18644,1156.3,1991,3478.07,505.58,50,Delivered,0,
900564,50564,304,LTL,Reefer,2025-04-16,2025-04-21,2025-04-17,2025-04-22,6,1997,391.7,2287,703.94,81.14,0,Delivered,0,
900565,50565,301,LTL,Flatbed,2025-03-27,2025-03-28,2025-03-27,2025-03-27,4,3017,209.3,450,300.0,47.7,75,Delivered,0,
900566,50566,300,TL,Dry Van,2025-03-04,2025-03-07,2025-03-03,2025-03-06,10,13213,1331.2,1263,2749.62,433.84,50,Delivered,0,
900567,50567,303,LTL,Dry Van,2025-03-14,2025-03-17,2025-03-14,2025-03-18,4,3629,212.4,1370,551.79,77.77,75,Delivered,0,
900568,50568,301,LTL,Flatbed,2025-03-03,2025-03-06,2025-03-03,2025-03-06,6,275,431.8,1819,573.03,102.25,50,Delivered,0,
900569,50569,302,TL,Dry Van,2025-05-05,2025-05-09,2025-05-06,2025-05-10,11,11460,1137.6,1991,5038.82,823.83,0,Delivered,0,
900570,50570,300,LTL,Dry Van,2025-01-06,2025-01-09,2025-01-06,2025-01-09,1,2487,135.5,1083,464.05,57.5,0,Delivered,0,
900571,50571,301,LTL,Reefer,2025-02-15,2025-02-18,2025-02-15,2025-02-17,4,200,70.8,1819,705.24,70.76,0,Delivered,0,
900572,50572,304,LTL,Dry Van,2025-03-28,2025-03-29,2025-03-27,2025-03-28,3,3779,319.0,348,300.0,34.6,50,Delivered,0,
900573,50573,301,LTL,Dry Van,2025-06-10,2025-06-15,2025-06-10,2025-06-18,4,488,235.8,2139,794.3,150.41,125,Delayed,0,
900574,50574,303,LTL,Dry Van,2025-03-29,2025-04-02,2025-03-29,2025-04-03,5,200,393.7,1962,817.51,146.21,50,Delivered,0,
900575,50575,302,TL,Dry Van,2025-02-04,2025-02-07,2025-02-04,2025-02-07,11,10953,1124.6,1263,2864.91,327.19,0,Delivered,0,
900576,50576,303,LTL,Dry Van,2025-01-12,2025-01-15,2025-01-12,2025-01-14,3,3119,291.9,1263,377.87,47.35,0,Delivered,0,
900577,50577,300,LTL,Dry Van,2025-02-17,2025-02-20,2025-02-17,2025-02-21,1,4506,299.3,1819,777.09,117.89,0,Delivered,0,
900578,50578,304,LTL,Dry Van,2025-01-03,2025-01-07,2025-01-03,2025-01-07,3,3997,202.7,1698,561.99,102.24,50,Delivered,0,
900579,50579,303,TL,Reefer,2025-06-24,2025-06-28,2025-06-24,2025-06-28,5,18924,1645.1,1905,4806.22,761.69,0,Delivered,0,
900580,50580,301,LTL,Dry Van,2025-05-03,2025-05-04,2025-05-03,2025-05-04,4,200,461.8,761,300.0,45.96,75,Delivered,0,
900581,50581,301,LTL,Dry Van,2025-01-22,2025-01-25,2025-01-22,2025-01-24,4,665,196.5,1819,657.67,89.33,125,Delivered,0,
900582,50582,300,TL,Dry Van,2025-01-26,2025-01-31,2025-01-28,2025-02-01,21,16544,1044.3,2139,3939.96,537.93,0,Delivered,0,
900583,50583,301,LTL,Reefer,2025-05-20,2025-05-24,2025-05-20,2025-05-26,5,4495,300.6,2008,597.6,77.26,0,Delivered,0,
900584,50584,301,TL,Dry Van,2025-05-21,2025-05-25,2025-05-21,2025-05-25,13,14166,981.3,1925,3451.56,450.4,0,Delivered,0,
900585,50585,300,TL,Dry Van,2025-06-29,2025-07-03,2025-06-29,2025-07-03,10,15468,1393.3,1826,4743.92,862.88,0,In Transit,0,
900586,50586,302,LTL,Reefer,2025-03-07,2025-03-12,2025-03-06,2025-03-11,7,2979,460.7,2287,758.77,134.48,0,Delivered,0,
900587,50587,303,TL,Reefer,2025-01-14,2025-01-18,2025-01-14,2025-01-18,8,18454,1587.8,1698,3599.19,717.68,0,Delivered,0,
900588,50588,304,TL,Dry Van,2025-06-21,2025-06-26,2025-06-20,2025-06-25,10,18311,1055.3,2139,5427.39,885.26,50,Delivered,0,
900589,50589,301,TL,Dry Van,2025-04-12,2025-04-16,2025-04-12,2025-04-18,9,15730,1217.5,1698,3707.01,651.73,125,Delayed,0,
900590,50590,300,TL,Dry Van,2025-05-29,2025-06-02,2025-05-31,2025-06-03,15,12087,1323.5,2325,4993.37,534.39,0,Delivered,0,
900591,50591,300,LTL,Dry Van,2025-04-23,2025-04-26,2025-04-23,2025-04-28,1,2689,297.9,1263,469.72,70.47,200,Delayed,0,
900592,50592,303,LTL,Dry Van,2025-04-06,2025-04-09,2025-04-06,2025-04-11,6,3508,416.9,1819,485.83,54.71,75,Delayed,1,Concealed damage
900593,50593,301,TL,Dry Van,2025-02-16,2025-02-20,2025-02-16,2025-02-18,9,11204,1218.1,1698,3146.33,329.27,0,Delivered,0,
900594,50594,302,LTL,Dry Van,2025-01-21,2025-01-22,2025-01-21,2025-01-21,4,2680,76.7,348,300.0,53.12,200,Delivered,0,
900595,50595,300,LTL,Flatbed,2025-04-17,2025-04-21,2025-04-17,2025-04-21,2,200,290.4,1826,620.37,103.51,0,Delivered,0,
900596,50596,303,TL,Dry Van,2025-05-15,2025-05-19,2025-05-15,2025-05-19,11,16462,1321.6,2008,4965.46,726.41,0,Delivered,0,
900597,50597,301,TL,Dry Van,2025-03-10,2025-03-11,2025-03-10,2025-03-14,13,17967,1227.1,348,620.7,94.05,75,Delayed,0,
900598,50598,300,TL,Dry Van,2025-01-22,2025-01-25,2025-01-23,2025-01-25,18,18566,1189.9,1370,2898.32,469.39,0,Delivered,0,
900599,50599,302,TL,Dry Van,2025-05-21,2025-05-22,2025-05-21,2025-05-21,18,13894,1081.5,450,1129.27,134.51,0,Delivered,0,
900600,50600,301,TL,Dry Van,2025-04-21,2025-04-26,2025-04-21,2025-04-25,15,12659,1216.0,2287,4274.19,677.73,75,Delivered,0,
900601,50601,301,TL,Dry Van,2025-01-23,2025-01-27,2025-01-23,2025-01-25,6,11468,1281.2,1962,4484.09,626.15,200,Delivered,0,
900602,50602,304,LTL,Reefer,2025-05-13,2025-05-17,2025-05-13,2025-05-16,3,2808,260.8,1991,615.3,79.84,0,Delivered,0,
900603,50603,304,TL,Dry Van,2025-02-18,2025-02-22,2025-02-18,2025-02-21,14,8193,1232.1,1962,4296.93,607.52,125,Delivered,0,
900604,50604,301,TL,Reefer,2025-04-23,2025-04-27,2025-04-23,2025-04-26,14,13139,1201.6,1905,3629.03,508.68,75,Delivered,0,
900605,50605,300,LTL,Dry Van,2025-03-17,2025-03-21,2025-03-19,2025-03-22,3,4280,248.7,1991,735.42,124.21,50,Delivered,0,
900606,50606,303,LTL,Dry Van,2025-02-04,2025-02-08,2025-02-04,2025-02-09,3,2498,307.8,1962,681.81,124.18,50,Delivered,0,
900607,50607,304,TL,Dry Van,2025-05-10,2025-05-14,2025-05-10,2025-05-14,13,13643,1191.3,1962,4844.31,815.02,0,Delivered,0,
900608,50608,300,TL,Dry Van,2025-04-15,2025-04-19,2025-04-15,2025-04-19,11,18276,1032.9,2325,5346.28,616.18,75,Delivered,0,
900609,50609,304,TL,Dry Van,2025-03-04,2025-03-08,2025-03-04,2025-03-09,10,13123,1062.2,2112,4203.93,652.63,0,Delivered,0,
900610,50610,301,TL,Dry Van,2025-05-12,2025-05-15,2025-05-12,2025-05-15,13,12427,1260.3,1819,3227.35,420.18,50,Delivered,0,
900611,50611,301,TL,Dry Van,2025-02-15,2025-02-20,2025-02-15,2025-02-21,13,8660,1267.9,2139,4449.37,880.67,0,Delivered,0,
900612,50612,301,TL,Dry Van,2025-01-08,2025-01-12,2025-01-10,2025-01-15,12,15399,1594.6,1925,4629.02,632.27,50,Delivered,0,
900613,50613,300,LTL,Reefer,2025-06-11,2025-06-12,2025-06-11,2025-06-12,6,6778,302.3,443,300.0,34.75,75,Delivered,0,
900614,50614,304,LTL,Dry Van,2025-03-02,2025-03-06,2025-03-01,2025-03-06,4,300,50.0,2181,960.82,138.29,0,Delivered,0,
900615,50615,301,TL,Dry Van,2025-03-31,2025-04-03,2025-03-31,2025-04-03,11,15465,1269.6,1263,2365.69,337.62,0,Delivered,0,
900616,50616,300,LTL,Reefer,2025-03-14,2025-03-18,2025-03-14,2025-03-17,5,5343,430.0,1826,608.65,115.13,0,Delivered,0,
900617,50617,302,LTL,Dry Van,2025-03-21,2025-03-26,2025-03-21,2025-03-25,2,1678,50.0,2139,732.94,127.87,0,Delivered,0,
900618,50618,303,TL,Reefer,2025-03-08,2025-03-11,2025-03-08,2025-03-09,12,18551,1073.3,1819,4189.25,579.01,125,Delivered,0,
900619,50619,300,LTL,Dry Van,2025-06-23,2025-06-27,2025-06-23,2025-06-27,4,1816,143.8,1991,507.76,100.19,0,Delivered,0,
900620,50620,304,LTL,Dry Van,2025-06-02,2025-06-06,2025-06-02,2025-06-05,5,200,142.9,1925,806.12,86.98,125,Delivered,0,
900621,50621,303,TL,Reefer,2025-01-31,2025-02-03,2025-01-31,2025-02-02,9,14721,1080.3,1263,3076.17,481.28,0,Delivered,0,
900622,50622,301,TL,Dry Van,2025-06-24,2025-06-27,2025-06-24,2025-06-26,14,16319,1005.1,1819,3633.37,369.0,0,Delivered,0,
900623,50623,303,TL,Dry Van,2025-02-16,2025-02-19,2025-02-17,2025-02-20,15,13656,1135.6,1370,2939.85,294.76,0,Delivered,0,
900624,50624,300,LTL,Dry Van,2025-03-11,2025-03-12,2025-03-11,2025-03-11,7,4125,267.4,450,300.0,41.12,200,Delivered,0,
900625,50625,304,TL,Dry Van,2025-06-16,2025-06-17,2025-06-16,2025-06-17,17,20141,1216.7,450,916.35,138.88,0,Delivered,0,
900626,50626,301,LTL,Dry Van,2025-06-16,2025-06-20,2025-06-16,2025-06-21,4,453,395.4,2181,814.7,139.37,200,Delayed,0,
900627,50627,302,LTL,Dry Van,2025-03-27,2025-04-01,2025-03-27,2025-03-31,5,1687,343.5,2287,650.38,123.67,0,Delivered,0,
900628,50628,300,LTL,Dry Van,2025-04-07,2025-04-11,2025-04-07,2025-04-09,6,1539,452.0,2112,826.95,151.1,0,Delivered,0,
900629,50629,303,TL,Dry Van,2025-02-04,2025-02-08,2025-02-04,2025-02-09,8,15827,957.6,2325,4607.56,470.98,0,Delayed,0,
900630,50630,302,LTL,Dry Van,2025-01-27,2025-01-31,2025-01-27,2025-01-30,4,7646,316.2,2325,609.41,65.63,50,Delivered,0,
900631,50631,303,TL,Dry Van,2025-05-16,2025-05-19,2025-05-16,2025-05-18,10,14211,1006.6,1263,3089.44,467.76,0,Delivered,0,
900632,50632,304,TL,Dry Van,2025-06-02,2025-06-06,2025-06-02,2025-06-06,10,17030,1023.6,1962,4827.89,555.05,50,Delivered,0,
900633,50633,300,TL,Dry Van,2025-06-17,2025-06-20,2025-06-17,2025-06-19,11,22805,1257.4,1775,3128.58,522.43,0,Delivered,0,
900634,50634,304,TL,Dry Van,2025-04-13,2025-04-14,2025-04-13,2025-04-14,9,17207,1164.2,443,828.99,149.44,0,Delivered,0,
900635,50635,301,LTL,Dry Van,2025-03-04,2025-03-05,2025-03-04,2025-03-04,6,8703,329.7,443,300.0,35.31,50,Delivered,0,
900636,50636,300,TL,Dry Van,2025-05-01,2025-05-05,2025-04-30,2025-05-03,11,20163,1324.0,2181,3719.99,502.6,0,Delivered,0,
900637,50637,301,LTL,Flatbed,2025-05-17,2025-05-21,2025-05-16,2025-05-18,7,1505,137.0,2001,558.32,77.23,0,Delivered,0,
900638,50638,304,LTL,Dry Van,2025-05-31,2025-06-03,2025-05-31,2025-06-03,1,3234,168.2,1819,476.11,77.39,50,Canceled,0,
900639,50639,304,LTL,Dry Van,2025-06-18,2025-06-22,2025-06-18,2025-06-20,4,5839,461.1,2112,583.27,108.63,125,Delivered,0,
900640,50640,303,TL,Dry Van,2025-02-22,2025-02-26,2025-02-22,2025-02-28,11,16018,1123.3,2001,4694.59,640.1,75,Delivered,0,
900641,50641,300,TL,Dry Van,2025-01-02,2025-01-06,2025-01-03,2025-01-09,16,17247,1097.2,1826,4137.42,490.07,0,Delayed,0,
900642,50642,303,TL,Dry Van,2025-02-21,2025-02-25,2025-02-21,2025-02-24,15,14188,1496.3,2008,5095.54,565.37,0,Canceled,0,
900643,50643,304,TL,Dry Van,2025-01-13,2025-01-16,2025-01-13,2025-01-16,8,10150,1378.7,1263,3030.0,423.36,50,Delivered,0,
900644,50644,304,TL,Dry Van,2025-05-26,2025-05-30,2025-05-26,2025-06-01,8,14850,1063.2,1905,3758.19,551.29,0,Delivered,0,
900645,50645,300,TL,Dry Van,2025-01-29,2025-01-30,2025-01-29,2025-01-29,20,12128,1046.5,348,649.06,103.59,0,Delivered,0,
900646,50646,301,TL,Dry Van,2025-04-01,2025-04-05,2025-04-01,2025-04-04,12,20743,1220.7,1698,3512.02,641.98,0,Delivered,0,
900647,50647,303,TL,Reefer,2025-06-17,2025-06-19,2025-06-17,2025-06-18,10,15406,1309.8,1047,1956.67,378.89,50,Delivered,0,
900648,50648,302,TL,Dry Van,2025-03-17,2025-03-21,2025-03-17,2025-03-19,12,5915,1017.9,2001,4394.79,735.09,50,Delivered,0,
900649,50649,304,TL,Dry Van,2025-03-26,2025-03-29,2025-03-25,2025-03-27,8,16775,1357.5,1263,2407.23,452.67,0,Delivered,0,
900650,50650,300,TL,Dry Van,2025-05-01,2025-05-05,2025-05-01,2025-05-04,17,16610,1056.0,2181,4372.94,524.04,0,Delivered,0,
900651,50651,302,LTL,Dry Van,2025-03-28,2025-04-01,2025-03-28,2025-04-03,6,200,50.0,1826,811.88,134.21,125,Delayed,0,
900652,50652,301,TL,Dry Van,2025-04-07,2025-04-10,2025-04-07,2025-04-10,11,15530,1132.9,1263,2892.54,547.78,200,Delivered,0,
900653,50653,303,TL,Dry Van,2025-02-03,2025-02-04,2025-02-03,2025-02-07,8,18047,1321.9,443,1056.26,109.95,0,Delayed,0,
900654,50654,302,TL,Dry Van,2025-06-29,2025-06-30,2025-06-29,2025-07-01,9,16703,1062.5,348,743.92,102.67,0,In Transit,0,
900655,50655,304,TL,Dry Van,2025-01-09,2025-01-14,2025-01-09,2025-01-13,13,12546,1153.9,2287,5395.28,936.87,75,Delivered,0,
900656,50656,304,TL,Dry Van,2025-02-23,2025-02-26,2025-02-22,2025-02-24,11,14116,1094.4,1083,2497.93,408.28,0,Delivered,0,
900657,50657,304,LTL,Dry Van,2025-05-17,2025-05-21,2025-05-17,2025-05-21,3,3351,191.0,2008,601.64,111.13,0,Delivered,0,
900658,50658,301,LTL,Dry Van,2025-03-24,2025-03-28,2025-03-24,2025-03-28,3,200,156.8,1826,483.92,72.04,0,Delivered,0,
900659,50659,301,TL,Dry Van,2025-05-01,2025-05-04,2025-05-01,2025-05-04,17,8594,1160.5,1819,3723.63,666.6,200,Delivered,0,
900660,50660,301,LTL,Flatbed,2025-03-08,2025-03-11,2025-03-08,2025-03-13,5,3739,50.0,1083,439.4,48.55,0,Delayed,0,
900661,50661,301,TL,Dry Van,2025-03-09,2025-03-13,2025-03-09,2025-03-13,12,16431,1222.7,2001,4835.39,765.82,0,Delivered,0,
900662,50662,300,TL,Dry Van,2025-03-14,2025-03-15,2025-03-14,2025-03-16,9,19742,1067.7,761,1380.4,199.62,50,Delivered,0,
900663,50663,301,TL,Dry Van,2025-04-13,2025-04-17,2025-04-13,2025-04-16,17,15434,1181.5,1962,5086.97,604.42,75,Delivered,0,
900664,50664,304,TL,Dry Van,2025-04-18,2025-04-22,2025-04-18,2025-04-21,10,18983,1198.4,1826,4194.79,475.73,75,Delivered,0,
900665,50665,301,TL,Reefer,2025-06-15,2025-06-18,2025-06-15,2025-06-17,7,12116,921.3,1263,3096.94,477.36,0,Delivered,0,
900666,50666,300,LTL,Dry Van,2025-02-05,2025-02-08,2025-02-05,2025-02-06,7,6915,434.2,1775,538.26,59.03,75,Delivered,0,
900667,50667,304,TL,Flatbed,2025-03-04,2025-03-07,2025-03-04,2025-03-06,7,10483,1481.2,1775,4159.93,425.34,0,Delivered,0,
900668,50668,301,TL,Reefer,2025-03-27,2025-03-31,2025-03-27,2025-03-30,14,11848,1334.8,1698,4392.05,815.86,0,Delivered,0,
900669,50669,303,TL,Dry Van,2025-01-24,2025-01-27,2025-01-24,2025-01-27,12,13143,1233.1,1370,2482.97,445.92,0,Delivered,0,
900670,50670,300,TL,Dry Van,2025-03-01,2025-03-03,2025-03-01,2025-03-02,14,17074,1215.6,1047,2061.46,395.8,0,Delivered,0,
900671,50671,302,TL,Dry Van,2025-04-30,2025-05-03,2025-04-30,2025-05-03,12,23875,1066.9,1775,3999.21,686.58,0,Delivered,0,
900672,50672,300,LTL,Dry Van,2025-02-26,2025-02-27,2025-02-26,2025-02-27,3,200,240.1,443,300.0,36.9,75,Delivered,0,
900673,50673,301,TL,Dry Van,2025-03-02,2025-03-05,2025-03-02,2025-03-04,12,11419,874.5,1370,3013.71,582.23,0,Delivered,0,
900674,50674,300,LTL,Reefer,2025-01-31,2025-02-04,2025-01-31,2025-02-05,4,200,257.0,2325,663.65,76.25,0,Delivered,0,
900675,50675,303,TL,Dry Van,2025-06-06,2025-06-09,2025-06-07,2025-06-10,7,19425,1364.2,1370,2526.52,340.31,0,Delivered,0,
900676,50676,301,LTL,Dry Van,2025-06-16,2025-06-18,2025-06-16,2025-06-18,3,200,272.6,1047,397.58,45.81,50,Delivered,0,
900677,50677,304,LTL,Reefer,2025-01-25,2025-01-28,2025-01-25,2025-01-28,2,1724,63.1,1370,457.95,65.68,75,Delivered,0,
900678,50678,302,TL,Dry Van,2025-05-20,2025-05-23,2025-05-20,2025-05-25,14,14991,963.8,1819,3816.32,445.95,50,Delivered,0,
900679,50679,300,LTL,Dry Van,2025-02-22,2025-02-26,2025-02-24,2025-03-01,4,4226,569.3,2008,767.9,105.76,0,Delivered,0,
900680,50680,304,TL,Dry Van,2025-06-16,2025-06-19,2025-06-16,2025-06-20,8,14435,1101.6,1083,2544.23,257.11,125,Delivered,0,
900681,50681,302,LTL,Dry Van,2025-02-07,2025-02-12,2025-02-07,2025-02-11,2,1772,365.5,2287,848.9,111.78,75,Delivered,1,Count discrepancy
900682,50682,300,TL,Flatbed,2025-04-10,2025-04-14,2025-04-10,2025-04-17,14,15980,1171.8,2001,5142.86,772.34,125,Delayed,0,
900683,50683,301,TL,Dry Van,2025-06-23,2025-06-27,2025-06-23,2025-06-28,14,14585,1503.0,2112,3670.97,523.95,125,Delivered,0,
900684,50684,303,TL,Dry Van,2025-05-16,2025-05-21,2025-05-16,2025-05-20,13,19675,1170.4,2139,4036.99,757.67,0,Delivered,0,
900685,50685,302,LTL,Dry Van,2025-04-25,2025-04-26,2025-04-26,2025-04-27,5,5554,326.1,450,300.0,40.77,0,Delivered,0,
900686,50686,303,LTL,Dry Van,2025-05-11,2025-05-16,2025-05-12,2025-05-18,3,5192,50.0,2287,983.36,166.76,0,Delivered,0,
900687,50687,301,TL,Dry Van,2025-03-15,2025-03-16,2025-03-15,2025-03-15,13,10698,1115.9,761,1642.22,173.09,200,Delivered,0,
900688,50688,304,LTL,Dry Van,2025-04-10,2025-04-14,2025-04-10,2025-04-13,3,200,306.5,1991,699.64,100.03,200,Delivered,0,
900689,50689,302,LTL,Dry Van,2025-03-15,2025-03-19,2025-03-16,2025-03-19,8,200,229.0,2001,523.53,93.78,75,Delivered,0,
900690,50690,302,LTL,Flatbed,2025-06-25,2025-06-29,2025-06-25,2025-06-30,3,287,505.4,2112,898.01,133.24,125,Delivered,0,
900691,50691,301,TL,Dry Van,2025-03-23,2025-03-27,2025-03-23,2025-03-25,13,13413,1366.4,1962,5060.88,697.01,0,Delivered,1,Count discrepancy
900692,50692,301,TL,Dry Van,2025-06-04,2025-06-07,2025-06-04,2025-06-08,11,19879,1011.2,1370,3205.8,537.66,0,Delivered,0,
900693,50693,303,LTL,Dry Van,2025-03-01,2025-03-02,2025-03-01,2025-03-01,5,5433,165.0,348,300.0,51.35,0,Delivered,0,
900694,50694,300,TL,Dry Van,2025-05-09,2025-05-12,2025-05-09,2025-05-12,12,18992,1023.1,1263,2493.53,460.13,0,Delivered,0,
900695,50695,301,LTL,Reefer,2025-04-26,2025-04-27,2025-04-26,2025-04-26,1,4540,147.7,348,300.0,41.9,0,Delivered,0,
900696,50696,301,LTL,Dry Van,2025-05-28,2025-06-01,2025-05-28,2025-06-01,9,3070,278.3,1905,611.59,87.37,50,Delivered,1,Damaged packaging
900697,50697,301,TL,Dry Van,2025-06-16,2025-06-19,2025-06-16,2025-06-22,14,14895,1309.8,1083,2095.07,403.3,0,Delayed,0,
900698,50698,301,LTL,Dry Van,2025-02-28,2025-03-04,2025-02-28,2025-03-03,5,411,638.8,2325,592.1,99.68,0,Delivered,0,
900699,50699,304,TL,Dry Van,2025-06-28,2025-06-29,2025-06-30,2025-06-30,10,16653,1483.1,443,980.3,168.82,0,Delivered,0,
900700,50700,302,TL,Dry Van,2025-07-01,2025-07-04,2025-07-01,2025-07-03,16,13539,1148.0,1370,3319.3,422.54,0,In Transit,0,
900701,50701,301,LTL,Reefer,2025-05-20,2025-05-24,2025-05-20,2025-05-23,4,200,287.7,1991,714.2,126.95,125,Delivered,0,
900702,50702,300,LTL,Dry Van,2025-04-25,2025-04-26,2025-04-25,2025-04-27,5,854,428.9,761,302.57,55.54,0,Delivered,0,
900703,50703,302,TL,Reefer,2025-02-14,2025-02-18,2025-02-14,2025-02-16,12,14670,1360.4,2112,5030.34,988.78,0,Delivered,0,
900704,50704,303,TL,Reefer,2025-04-26,2025-05-01,2025-04-25,2025-04-28,15,16892,1455.0,2139,5276.34,1030.93,0,Delivered,0,
900705,50705,300,TL,Dry Van,2025-02-17,2025-02-20,2025-02-17,2025-02-20,8,18813,971.9,1263,2868.94,289.69,0,Delivered,0,
900706,50706,301,TL,Dry Van,2025-03-08,2025-03-12,2025-03-08,2025-03-15,15,20715,1219.1,1698,4274.22,833.49,0,Delivered,0,
900707,50707,302,TL,Dry Van,2025-02-10,2025-02-14,2025-02-10,2025-02-14,13,15900,1087.7,2001,4990.86,996.1,0,Delivered,0,
900708,50708,303,TL,Dry Van,2025-02-23,2025-02-24,2025-02-23,2025-02-24,12,17323,993.2,348,697.89,95.78,125,Delivered,0,
900709,50709,302,TL,Dry Van,2025-02-01,2025-02-06,2025-02-01,2025-02-06,20,15027,1156.8,2139,5428.77,798.86,0,Delivered,0,
900710,50710,300,TL,Flatbed,2025-01-09,2025-01-12,2025-01-09,2025-01-12,13,19806,1266.3,1263,2804.45,473.83,125,Delivered,0,
900711,50711,302,TL,Dry Van,2025-05-26,2025-05-30,2025-05-26,2025-05-29,6,11887,1013.5,1962,4093.28,748.77,0,Delivered,0,
900712,50712,304,TL,Dry Van,2025-02-13,2025-02-17,2025-02-13,2025-02-16,13,17294,1279.4,1962,3591.96,705.48,0,Delivered,0,
900713,50713,304,LTL,Reefer,2025-05-22,2025-05-26,2025-05-22,2025-05-25,6,200,333.3,2181,813.83,155.06,0,Delivered,0,
900714,50714,301,TL,Dry Van,2025-01-22,2025-01-25,2025-01-22,2025-01-24,11,14230,1073.2,1263,2396.54,397.15,0,Delivered,0,
900715,50715,301,LTL,Reefer,2025-07-01,2025-07-06,2025-07-01,2025-07-07,4,6069,355.6,2139,570.69,91.28,125,In Transit,0,
900716,50716,301,LTL,Dry Van,2025-06-22,2025-06-25,2025-06-21,2025-06-25,1,1717,483.8,1819,578.04,97.67,75,Delivered,0,
900717,50717,302,LTL,Dry Van,2025-03-19,2025-03-22,2025-03-20,2025-03-23,2,200,535.2,1263,488.82,79.27,75,Delivered,0,
900718,50718,302,TL,Dry Van,2025-06-09,2025-06-13,2025-06-09,2025-06-12,10,18440,1094.9,1925,3709.64,655.63,50,Delivered,0,
900719,50719,301,TL,Dry Van,2025-06-28,2025-06-30,2025-06-28,2025-07-01,15,16761,1108.7,1047,2222.52,397.18,50,In Transit,0,
900720,50720,303,TL,Dry Van,2025-06-20,2025-06-24,2025-06-21,2025-06-22,17,15481,874.3,1905,3656.51,538.56,125,Delivered,0,
900721,50721,302,LTL,Dry Van,2025-05-25,2025-05-28,2025-05-27,2025-05-30,8,6193,111.5,1819,569.06,74.06,0,Delivered,0,
900722,50722,300,TL,Dry Van,2025-03-29,2025-04-02,2025-03-29,2025-04-04,13,12976,1486.4,1925,3895.53,773.12,200,Delayed,0,
900723,50723,300,TL,Dry Van,2025-05-02,2025-05-06,2025-05-01,2025-05-06,6,12663,1078.0,1698,3533.27,640.49,50,Delivered,0,
900724,50724,303,LTL,Flatbed,2025-05-10,2025-05-11,2025-05-10,2025-05-10,4,7295,50.0,348,300.0,37.23,0,Delivered,0,
